ลำดับ,รหัสโครงการ,ชื่อโครงการ,ชื่อประเภทโครงการ,ชื่อหน่วยงาน,ชื่อหน่วยงานย่อย,วิธีจัดซื้อฯ,กลุ่มวิธีจัดซื้อฯ,วันที่ประกาศ,งบประมาณ(บาท),ราคากลาง(บาท),ราคาตกลงซื้อ/จ้าง,ปีงบประมาณ,วันที่เกิดรายการ,จังหวัด
4528782,68099378908,ซื้อชุดยาสามัญประจำบ้าน โครงการกิจกรรมส่งเสริมพัฒนาผู้เรียน(ทัศนคึกษา) ปีการศึกษา 2568 โดยวิธีเฉพาะเจาะจง,ซื้อ,ศูนย์พัฒนาเด็กเล็กวัดราษฎร์บำรุง,ศูนย์พัฒนาเด็กเล็กวัดราษฎร์บำรุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,9 ก.ย. 68,หนองบัวลำภู
4528783,68099371099,ซื้อโครงการพัฒนาคุณภาพงานวิชาการและการเรียนรู้เพื่อยกระดับผลสัมฤทธิ์ทางการเรียนรู้ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนห้วยขี้นกวิทยา,โรงเรียนห้วยขี้นกวิทยา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,ลำปาง
4528784,68109097190,จ้างทำฟันเทียม โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงพยาบาลค่ายสุริยพงษ์,โรงพยาบาลค่ายสุริยพงษ์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,17 ก.ย. 68,น่าน
4528785,68099284908,ซื้อวัสดุเกษตร โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลลานข่อย,เทศบาลตำบลลานข่อย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,10 ก.ย. 68,พัทลุง
4528786,68099267102,ซื้อวัสดุสํานักงาน (กองสาธารณสุขและสิ่งแวดล้อม) จำนวน ๖ รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลแจงงาม,องค์การบริหารส่วนตำบลแจงงาม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,8 ก.ย. 68,สุพรรณบุรี
4528787,68099550183,ซื้อวัสดุยานพาหนะและขนส่ง จำนวน 5 รายการ (สำนักปลัด) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลหนองผึ้ง,เทศบาลตำบลหนองผึ้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,22 ก.ย. 68,เชียงใหม่
4528788,68099301517,ซื้อการจัดซื้อวัสดุคอมพิวเตอร์ (โทนเนอร์และหมึกเครื่องพิมพ์)โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่สะป๊วด ประจำปีงบประมาณ ๒๕๖๘ โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนจังหวัดลำพูน,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแม่สะป๊วด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,13000,1480,1480,2568,10 ก.ย. 68,ลำพูน
4528789,68099247557,ซื้อวัสดุสำนักงาน จำนวน ๒ รายการ (สำนักปลัด) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลหาดคัมภีร์,องค์การบริหารส่วนตำบลหาดคัมภีร์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,เลย
4528790,68099109851,ซื้อวัสดุก่อสร้าง โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลบางม่วง,เทศบาลตำบลบางม่วง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 ก.ย. 68,นนทบุรี
4528791,68099358212,ซื้อวัสดุคอมพิวเตอร์ ของกองช่าง โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลกองควาย,เทศบาลตำบลกองควาย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 ก.ย. 68,น่าน
4528792,68099606180,ซื้อปลั๊กไฟฟ้า โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมบัญชีกลาง,สำนักงานคลังจังหวัดฉะเชิงเทรา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,25 ก.ย. 68,ฉะเชิงเทรา
4528793,68109025180,ซื้อวัสดุวิทยาศาสตร์และการแพทย์  โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลป่าพะยอม,โรงพยาบาลป่าพะยอม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,29 ก.ย. 68,พัทลุง
4528794,68089147358,ซื้อวัสดุงานบ้านงานครัว จำนวน 6 รายการ (สำนักปลัด) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลเกิ้ง,องค์การบริหารส่วนตำบลเกิ้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,มหาสารคาม
4528795,68099346655,ซื้อวัสดุยานพาหนะและขนส่ง โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลท่าลาน,เทศบาลตำบลท่าลาน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,2 ก.ย. 68,สระบุรี
4528796,68099337644,จ้างซ่อมเเซมรถจักรยานยนต์ หมายเลขทะเบียน กวง ๑๘๔ พิจิตร โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลวังทับไทร,องค์การบริหารส่วนตำบลวังทับไทร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,15 ก.ย. 68,พิจิตร
4528797,68099196858,ซื้อวัสดุสำนักงาน (กระดาษเอ๔) โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมพัฒนาสังคมและสวัสดิการ,ศูนย์คุ้มครองคนไร้ที่พึ่งจังหวัดเชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,เชียงใหม่
4528798,68099345837,ซื้อวัสดุวิทยาศาสตร์การแพทย์ จำนวน ๑ รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลตะโหมด,โรงพยาบาลตะโหมด,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,10 ก.ย. 68,พัทลุง
4528799,68099305145,ซื้อวัสดุสำนักงาน จำนวน ๒ รายการ (สำนักปลัด)  โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลหาดคัมภีร์,องค์การบริหารส่วนตำบลหาดคัมภีร์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,เลย
4528800,68089448856,ซื้อวัสดุงานบ้านงานครัว จำนวน 1 รายการ สำหรับ ศพด.ทต.ท่าทอง สังกัด กองการศึกษา เทศบาลตำบลท่าทอง ประจำปีงบประมาณ 2568 โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลท่าทอง,เทศบาลตำบลท่าทอง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,4 ก.ย. 68,พิษณุโลก
4528801,68089427324,ซื้อวัสดุยานพาหนะและขนส่ง  จำนวน 1 รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลเมืองนราธิวาส,เทศบาลเมืองนราธิวาส,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,8 ก.ย. 68,นราธิวาส
4528802,68099107588,ซื้ออุปกรณ์ซ่อมรถทะเบียน 81-6524 จำนวน 2 รายการ สำนักช่าง ส่วนการโยธา งานศูนย์เครื่องจักรกล โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลนครอุบลราชธานี,เทศบาลนครอุบลราชธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,3 ก.ย. 68,อุบลราชธานี
4528803,68099402614,จ้างเหมาบริการ (ถ่ายเอกสาร) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลบ้านแป้ง,องค์การบริหารส่วนตำบลบ้านแป้ง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,17 ก.ย. 68,สิงห์บุรี
4528804,68099437378,จ้างเหมาซ่อมแซมจอคอมพิวเตอร์ รหัสครุภัณฑ์ ๔๑๖ ๖๓ ๐๐๖๑ จำนวน ๑ เครื่อง  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลด่านมะขามเตี้ย,เทศบาลตำบลด่านมะขามเตี้ย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 ก.ย. 68,กาญจนบุรี
4528805,68099425995,ซื้อน้ำมันเชื้อเพลิงและหล่อลื่น (กองสาธารณสุขฯ) โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลบ้านเชียง,เทศบาลตำบลบ้านเชียง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,12 ก.ย. 68,อุดรธานี
4528806,68099004454,จ้างซ่อมรถจักรยานยนต์ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลนาพญา,องค์การบริหารส่วนตำบลนาพญา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,1 ก.ย. 68,ชุมพร
4528807,68089493182,ซื้อป้ายไวนิลพร้อมข้อความ จำนวน 3 แผ่น โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงเรียนบ้านหนองแวง,โรงเรียนบ้านหนองแวง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,21 ส.ค. 68,มหาสารคาม
4528808,68089325931,ซื้อผ้าเช็ดเท้า โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลเชียงคำ,โรงพยาบาลเชียงคำ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,13 ส.ค. 68,พะเยา
4528809,68089453018,ซื้อชมรมวิชาชีพ (อิเล็กทรอนิกส์) โดยวิธีเฉพาะเจาะจง,ซื้อ,วิทยาลัยการอาชีพเชียงคำ,วิทยาลัยเทคนิคเชียงคำ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,19 ส.ค. 68,พะเยา
4528810,68089596601,ซื้อวัสดุงานบ้านงานครัว โดยวิธีเฉพาะเจาะจง,ซื้อ,โรงพยาบาลวัฒนานคร,โรงพยาบาลวัฒนานคร,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,18 ส.ค. 68,สระแก้ว
4528811,68079138396,ซื้อปากกาลูกลื่น สีน้ำเงิน (มอก.346-2556) และอื่นๆ จำนวน 2 รายการ สำหรับงานค่าใช้จ่ายในการปรับปรุงระบบการจัดการน้ำและพัฒนาองค์กรผู้ใช้น้ำ โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมชลประทาน,โครงการส่งน้ำและบำรุงรักษานฤบดินทรจินดา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,9 ก.ค. 68,ปราจีนบุรี
4528812,68079017037,ซื้อวัสดุคอมพิวเตอร์ จำนวน 1 รายการ (กคม.) โดยวิธีเฉพาะเจาะจง,ซื้อ,สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,2 ก.ค. 68,กรุงเทพมหานคร
4528813,68079103176,ซื้อวัสดุก่อสร้าง จำนวน ๓ รายการ โดยวิธีเฉพาะเจาะจง,ซื้อ,กรมทางหลวงชนบท,แขวงทางหลวงชนบทพัทลุง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,7 ก.ค. 68,พัทลุง
4528814,68079069980,จ้างทำวัสดุตรายาง จำนวน 5 รายการ ใช้งานส่วนอำนวยการ ฝ่ายช่วยอำนวยการ  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมทรัพยากรน้ำ,สำนักงานทรัพยากรน้ำที่ 4,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,4 ก.ค. 68,ขอนแก่น
4528815,68079336164,จ้างถ่ายเอกสารประกอบการประชุมข้าราชการ พนักงาน ลูกจ้าง สกส./กทม ครั้งที่ 4/2568  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมการพัฒนาชุมชน,กรมการพัฒนาชุมชน กรุงเทพฯ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1500,1480,1480,2568,4 ก.ค. 68,กรุงเทพมหานคร
4528816,68099408165,จ้างเข้าเล่มหลักสูตร 8 กลุ่มสาระการเรียนรู้ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงเรียนราชประชานุเคราะห์ ๒๗ จังหวัดหนองคาย,โรงเรียนราชประชานุเคราะห์ 27 หนองคาย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,12 ก.ย. 68,หนองคาย
4528817,68099462019,จ้างเข้าเล่มสันกาวข้อบัญญัติงบประมาณรายจ่ายประจำปีงลประมาณ พ.ศ.๒๕๖๙ จำนวน ๑๙ เล่ม โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลวัดหลวง,องค์การบริหารส่วนตำบลวัดหลวง,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,17 ก.ย. 68,ชลบุรี
4528818,68099194711,ซื้อวัสดุในการซ่อมแซมบานตู้ลอยห้องพยาบาล โดยวิธีเฉพาะเจาะจง,ซื้อ,สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,สถานคุ้มครองสวัสดิภาพผู้เสียหายจากการค้ามนุษย์ จังหวัดเชียงราย,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,เชียงราย
4528819,68099197605,ซื้อวัสดุใช้ในโครงการหนูจ๋ารู้ไว้จะปลอดภัยจากการจมน้ำ ประจำปีงบประมาณ พ.ศ.2568 โดยวิธีเฉพาะเจาะจง,ซื้อ,เทศบาลตำบลหินเหล็กไฟ,ศูนย์พัฒนาเด็กเล็กเทศบาลตำบลหินเหล็กไฟ,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,1 ก.ย. 68,บุรีรัมย์
4528820,68099047798,จ้างเหมาซ่อมแซมรถยนต์ หมายเลขทะเบียน บจ 3345 สมุทรสาคร โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลหลักห้า,เทศบาลตำบลหลักห้า,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,2 ก.ย. 68,สมุทรสาคร
4528821,68099470802,จ้างเหมาซ่อมเครื่องปริ้นเตอร์ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,สำนักงานพัฒนาสังคมและความมั่นคงของมนุษย์จังหวัดนครสวรรค์,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,16 ก.ย. 68,นครสวรรค์
4528822,68099024992,จ้างเหมาบำรุงรักษาเปลี่ยนน้ำมันเครื่องรถยนต์ ทะเบียน กห-790 เชียงใหม่  โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,โรงพยาบาลธัญญารักษ์เชียงใหม่,โรงพยาบาลธัญญารักษ์ เชียงใหม่,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1480,1480,1480,2568,5 ก.ย. 68,เชียงใหม่
4528823,68029388534,จ้างแก้ไขกระแสไฟฟ้าขัดข้อง  จำนวน 2 แห่ง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมทางหลวงชนบท,แขวงทางหลวงชนบทขอนแก่น,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.97,1479.97,1479.97,2568,21 ก.พ. 68,ขอนแก่น
4528824,68069294053,ซื้อวัสดุสำนักงาน (แบบพิมพ์ กองคลัง) โดยวิธีเฉพาะเจาะจง,ซื้อ,องค์การบริหารส่วนตำบลไทยบุรี,องค์การบริหารส่วนตำบลไทยบุรี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1605,1605,1479.9,2568,22 ก.ค. 68,นครศรีธรรมราช
4528825,68029445813,จ้างซ่อมรถยนต์และเครื่องจักรกล โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมทางหลวงชนบท,แขวงทางหลวงชนบทสุราษฎร์ธานี,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1500,1500,1479.81,2568,5 ก.พ. 68,สุราษฎร์ธานี
4528826,67119459016,"จ้างซ่อมเปลี่ยนอะไหล่ครุภัณฑ์ยานพาหนะและขนส่ง ยี่ห้ออีซูซุ หมายเลข ชป.041-5371 ทะเบียน บธ 532 ชัยนาท สำหรับงานบริหารการส่งน้ำ โครงการส่งน้ำและบำรุงรักษาทับเสลา พื้นที่ชลประทาน 148,531 ไร่ ตำบลระบำ อำเภอลานสัก จังหวัดอุทัยธานี  โดยวิธีเฉพาะเจาะจง",จ้างทำของ/จ้างเหมาบริการ,กรมชลประทาน,โครงการส่งน้ำฯ ทับเสลา (อุทัยธานี) กรมชลประทาน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,25 พ.ย. 67,อุทัยธานี
4528827,67109264131,จ้างซ่อมรถยนต์ส่วนกลาง หมายเลขทะเบียน กจ 3762 (สำนักปลัด) โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,เทศบาลตำบลปาเสมัส,เทศบาลตำบลปาเสมัส,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,21 ต.ค. 67,นราธิวาส
4528828,68059428563,จ้างบำรุงรักษาและซ่อมแซมรถบรรทุกขยะ ยี่ห้ออีซูซุ หมายเลขทะเบียน ผข ๘๐๓๖ พิษณุโลก หมายเลขครุภัณฑ์ ๐๑๑-๖๕-๐๐๐๓ โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,องค์การบริหารส่วนตำบลเนินเพิ่ม,องค์การบริหารส่วนตำบลเนินเพิ่ม,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,26 พ.ค. 68,พิษณุโลก
4528829,67109259941,จ้างเปลี่ยนถ่ายน้ำมันเครื่องรถราชการทะเบียน กจ 6422 ยะลา โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,วิทยาลัยเทคนิคยะลา,วิทยาลัยเทคนิคยะลา,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,22 ต.ค. 67,ยะลา
4528830,68039160546,จ้างซ่อมพร้อมเปลี่ยนอะไหล่รถบรรทุกขนาด 1 ตัน จำนวน 1 คัน สำหรับงานบำรุงรักษาคลองส่งน้ำสายใหญ่และคลองส่งน้ำสายซอย โครงการส่งน้ำและบำรุงรักษาโก-ลก ตำบลโฆษิต อำเภอตากใบ จังหวัดนราธิวาส โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมชลประทาน,โครงการส่งน้ำและบำรุงรักษาโก-ลก,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,10 มี.ค. 68,นราธิวาส
4528831,68049452498,จ้างซ่อมรถยนต์ ยี่ห้อ อีซูซุ จำนวน 1 งานของงานปรับปรุงบานระบายและอาคารควบคุมอ่างเก็บน้ำแม่มอก โครงการชลประทานสุโขทัย ตำบลเวียงมอก อำเภอเถิน จังหวัดลำปาง โดยวิธีเฉพาะเจาะจง,จ้างทำของ/จ้างเหมาบริการ,กรมชลประทาน,โครงการชลประทาน (ชคป.) สุโขทัย กรมชลประทาน,วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,เฉพาะเจาะจง,-,1479.81,1479.81,1479.81,2568,13 พ.ค. 68,สุโขทัย
